order_id,product_id,product_name,status,order_date,state
9010,12947,Hot Pants/Boyleg Bikini Bottom by Sheridyn Swim,Cancelled,2022-06-17 02:29:00.000000 UTC,Jiangsu
6747,9714,White Orchid Women's Apres Ski Nighshirt,Complete,2022-06-16 15:18:00.000000 UTC,São Paulo
6747,9714,White Orchid Women's Apres Ski Nighshirt,Shipped,2021-09-15 15:18:00.000000 UTC,São Paulo
19448,28021,Beach Rays Men's Splice Boardshort,Cancelled,2024-04-06 01:49:00.000000 UTC,California
19448,28021,Beach Rays Men's Splice Boardshort,Cancelled,2022-05-12 01:49:00.000000 UTC,California
19448,28021,Beach Rays Men's Splice Boardshort,Complete,2023-10-31 01:49:00.000000 UTC,California
19448,28021,Beach Rays Men's Splice Boardshort,Shipped,2024-04-10 01:49:00.000000 UTC,California
6762,9731,Shadowline Petals Pajama Set (76280),Cancelled,2022-03-06 04:09:00.000000 UTC,São Paulo
6762,9731,Shadowline Petals Pajama Set (76280),Processing,2023-05-25 04:09:00.000000 UTC,São Paulo
6762,9731,Shadowline Petals Pajama Set (76280),Processing,2023-03-03 04:09:00.000000 UTC,São Paulo
6762,9731,Shadowline Petals Pajama Set (76280),Processing,2022-05-08 04:09:00.000000 UTC,São Paulo
18236,26245,Clever Men's Cotton Mesh Boxer Brief,Shipped,2023-07-19 16:54:00.000000 UTC,District of Columbia
13122,18879,Paul Fredrick Silk Cotton \ Cashmere Solid Turtleneck Collar Sweater,Processing,2022-02-10 00:31:00.000000 UTC,Texas
13122,18879,Paul Fredrick Silk Cotton \ Cashmere Solid Turtleneck Collar Sweater,Shipped,2023-12-31 00:31:00.000000 UTC,Texas
13122,18879,Paul Fredrick Silk Cotton \ Cashmere Solid Turtleneck Collar Sweater,Shipped,2022-11-25 00:31:00.000000 UTC,Texas
16134,23246,Alpinestars Suddle Shorts - Light Grey,Complete,2022-12-17 13:31:00.000000 UTC,Illinois
16134,23246,Alpinestars Suddle Shorts - Light Grey,Shipped,2022-09-09 13:31:00.000000 UTC,Illinois
16134,23246,Alpinestars Suddle Shorts - Light Grey,Shipped,2022-03-03 13:31:00.000000 UTC,Illinois
16134,23246,Alpinestars Suddle Shorts - Light Grey,Shipped,2022-05-02 13:31:00.000000 UTC,Illinois
2487,3494,Suzi Chin Women's Lace Dress,Cancelled,2023-09-10 04:54:00.000000 UTC,Shanghai
2487,3494,Suzi Chin Women's Lace Dress,Processing,2023-06-22 04:54:00.000000 UTC,Shanghai
2487,3494,Suzi Chin Women's Lace Dress,Shipped,2023-01-17 04:54:00.000000 UTC,Shanghai
2487,3494,Suzi Chin Women's Lace Dress,Shipped,2023-03-14 04:54:00.000000 UTC,Shanghai
13922,20051,Tommy Hilfiger Men's Slim Stripe Trim Fit Suit,Complete,2022-03-26 05:37:00.000000 UTC,North Carolina
13922,20051,Tommy Hilfiger Men's Slim Stripe Trim Fit Suit,Complete,2019-05-26 05:37:00.000000 UTC,North Carolina
4552,6474,Big Star Women's Remy Cuffed Short,Complete,2023-02-26 11:11:00.000000 UTC,Beijing
4552,6474,Big Star Women's Remy Cuffed Short,Processing,2023-11-11 11:11:00.000000 UTC,Beijing
4552,6474,Big Star Women's Remy Cuffed Short,Returned,2023-01-14 11:11:00.000000 UTC,Beijing
3439,4884,Vigoss Juniors Bootleg Rhinestone Flap Jean,Cancelled,2023-07-20 15:20:00.000000 UTC,Hunan
9172,13167,Sunsets Womens V Neck Tankini,Cancelled,2024-02-13 18:27:00.000000 UTC,Florida
9172,13167,Sunsets Womens V Neck Tankini,Returned,2023-12-06 18:27:00.000000 UTC,Florida
9172,13167,Sunsets Womens V Neck Tankini,Returned,2023-10-17 18:27:00.000000 UTC,Florida
10653,15320,Ray-Ban Women's 4101 Jackie Ohh Sunglasses,Cancelled,2023-09-29 01:08:00.000000 UTC,England
5358,7668,Voom by Joy Han Capelet Jacket - Pinstripe in Burgandy - Designer Clothing,Complete,2023-05-24 11:14:00.000000 UTC,Australian Capital Territory
5358,7668,Voom by Joy Han Capelet Jacket - Pinstripe in Burgandy - Designer Clothing,Shipped,2022-12-08 11:14:00.000000 UTC,Australian Capital Territory
5262,7532,Allegra K Ladies Puff Shoulder Capri Sleeve Lace Trim Cuff Button Up Blazer Khaki S,Processing,2024-01-15 09:51:00.000000 UTC,South Carolina
8727,12543,The Natural Shoulder Pads with Flaps (3008),Processing,2023-05-31 07:10:00.000000 UTC,Kentucky
16483,23728,Members Only Men's Iconic Racer Jacket,Processing,2024-03-08 15:39:00.000000 UTC,Maranhão
5032,7196,Jessie G. Women's Low Rise Distressed Denim Mini Skirt,Complete,2022-08-28 11:31:00.000000 UTC,Nouvelle-Aquitaine
5032,7196,Jessie G. Women's Low Rise Distressed Denim Mini Skirt,Shipped,2023-01-07 11:31:00.000000 UTC,Nouvelle-Aquitaine
8444,12134,Betsey Johnson Women's Dot Tulle Longline Bustier,Complete,2022-12-23 05:49:00.000000 UTC,Ulsan Metropolitan City
8444,12134,Betsey Johnson Women's Dot Tulle Longline Bustier,Processing,2023-04-21 05:49:00.000000 UTC,Ulsan Metropolitan City
8444,12134,Betsey Johnson Women's Dot Tulle Longline Bustier,Shipped,2023-06-29 05:49:00.000000 UTC,Ulsan Metropolitan City
8768,12604,Fashion Forms Women's Ribbed Camisole,Processing,2023-06-04 06:59:00.000000 UTC,Hessen
8768,12604,Fashion Forms Women's Ribbed Camisole,Shipped,2021-10-13 06:59:00.000000 UTC,Hessen
8768,12604,Fashion Forms Women's Ribbed Camisole,Shipped,2023-10-26 06:59:00.000000 UTC,Hessen
8768,12604,Fashion Forms Women's Ribbed Camisole,Shipped,2021-06-07 06:59:00.000000 UTC,Hessen
13574,19534,Faconnable Men's V-Neck Soft Hand Sweater,Complete,2023-08-13 08:44:00.000000 UTC,California
13574,19534,Faconnable Men's V-Neck Soft Hand Sweater,Returned,2023-08-12 08:44:00.000000 UTC,California
13574,19534,Faconnable Men's V-Neck Soft Hand Sweater,Shipped,2024-04-10 08:44:00.000000 UTC,California
15754,22704,Lee Men's Dungarees Belted Wyoming Cargo Short,Shipped,2022-03-07 03:49:00.000000 UTC,Texas
19309,27816,Nike Team Color Block Brief Male,Shipped,2022-07-04 01:18:00.000000 UTC,California
172,249,Ayurvastram Pure Cotton Shirt Tunic Top Kurti,Cancelled,2023-07-25 12:36:00.000000 UTC,Hauts-de-France
172,249,Ayurvastram Pure Cotton Shirt Tunic Top Kurti,Complete,2024-01-25 12:36:00.000000 UTC,Hauts-de-France
172,249,Ayurvastram Pure Cotton Shirt Tunic Top Kurti,Processing,2023-10-02 12:36:00.000000 UTC,Hauts-de-France
172,249,Ayurvastram Pure Cotton Shirt Tunic Top Kurti,Shipped,2022-09-10 12:36:00.000000 UTC,Hauts-de-France
7619,10947,Barely There Flawless Fit Microfiber Boyshort,Complete,2023-12-21 13:16:00.000000 UTC,Île-de-France
13758,19801,Tommy Hilfiger Men's Trim Fit Plaid Sport Coat,Cancelled,2023-03-09 10:28:00.000000 UTC,Jilin
13758,19801,Tommy Hilfiger Men's Trim Fit Plaid Sport Coat,Complete,2023-09-30 10:28:00.000000 UTC,Jilin
13758,19801,Tommy Hilfiger Men's Trim Fit Plaid Sport Coat,Returned,2021-01-12 10:28:00.000000 UTC,Jilin
15410,22229,JERZEES SUPER SWEATS - Sweatpant with Pockets.,Complete,2023-12-08 05:59:00.000000 UTC,Victoria
17157,24695,Smartwool Men Split Stripe Crew Socks,Complete,2022-10-31 18:15:00.000000 UTC,Niedersachsen
1816,2554,Quiksilver Sleever Hand Drawn OG Full-Zip Hoodie - Women's,Processing,2023-09-16 08:54:00.000000 UTC,Rheinland-Pfalz
1816,2554,Quiksilver Sleever Hand Drawn OG Full-Zip Hoodie - Women's,Returned,2022-12-31 08:54:00.000000 UTC,Rheinland-Pfalz
9789,14071,LeSportsac Claire Wallet,Processing,2023-05-28 04:01:00.000000 UTC,Northern Ireland
11298,16263,Jerzees Men's Heavyweight Crewneck T-Shirt. 29,Cancelled,2023-10-02 05:28:00.000000 UTC,Ceará
11298,16263,Jerzees Men's Heavyweight Crewneck T-Shirt. 29,Processing,2024-03-20 05:28:00.000000 UTC,Ceará
11564,16639,Calvin Klein Sportswear Men's Slim Fit Longsleeve Mini Gingham Check Shirt,Processing,2024-03-22 18:05:00.000000 UTC,Jeollanam-do
8582,12334,Irall Erotic Ella Black Lace Bra and Thong Set with Diamante,Processing,2021-11-26 04:04:00.000000 UTC,Zhejiang
8582,12334,Irall Erotic Ella Black Lace Bra and Thong Set with Diamante,Processing,2022-06-23 04:04:00.000000 UTC,Zhejiang
8582,12334,Irall Erotic Ella Black Lace Bra and Thong Set with Diamante,Shipped,2021-10-26 04:04:00.000000 UTC,Zhejiang
7211,10371,Playtex Women's Secrets Side Smoothing Wirefree Bra,Returned,2023-10-13 09:32:00.000000 UTC,Xinjiang Uygur Autonomous Region
5374,7691,Jones New York Silk Winter Palace Gold Multicoloured 3/4 Sleeve Blazer With Self Tie Belt,Complete,2023-04-06 00:05:00.000000 UTC,Chiba
5374,7691,Jones New York Silk Winter Palace Gold Multicoloured 3/4 Sleeve Blazer With Self Tie Belt,Shipped,2023-04-20 00:05:00.000000 UTC,Chiba
15106,21778,Perry Ellis Men's Solid Slim Fit Pant,Complete,2023-06-21 10:51:00.000000 UTC,Pernambuco
15106,21778,Perry Ellis Men's Solid Slim Fit Pant,Returned,2020-11-14 10:51:00.000000 UTC,Pernambuco
15106,21778,Perry Ellis Men's Solid Slim Fit Pant,Shipped,2021-06-14 10:51:00.000000 UTC,Pernambuco
15106,21778,Perry Ellis Men's Solid Slim Fit Pant,Shipped,2022-07-02 10:51:00.000000 UTC,Pernambuco
6934,9976,Pookies Want to Crash At My Pad? Print,Complete,2024-04-22 06:05:30.945694 UTC,Florida
6934,9976,Pookies Want to Crash At My Pad? Print,Processing,2024-04-23 06:05:30.945694 UTC,Florida
854,1214,Woolrich Women's Seneca Point Cardigan,Complete,2023-01-29 00:38:00.000000 UTC,Texas
854,1214,Woolrich Women's Seneca Point Cardigan,Processing,2023-06-28 00:38:00.000000 UTC,Texas
854,1214,Woolrich Women's Seneca Point Cardigan,Shipped,2022-08-19 00:38:00.000000 UTC,Texas
854,1214,Woolrich Women's Seneca Point Cardigan,Shipped,2023-11-02 00:38:00.000000 UTC,Texas
19474,28059,Speedo Men's Swim Trunks Watershorts New Navy,Shipped,2024-03-13 14:46:00.000000 UTC,California
3509,4983,YMI Stretch Bootcut Jeans W/ Button-Flap Pockets [P362075],Complete,2019-06-30 13:52:00.000000 UTC,Pará
4649,6641,Joie Women's Bismark Short,Processing,2023-10-07 03:12:00.000000 UTC,Paraná
6969,10034,Eileen West Women's Charm Pajama,Complete,2024-04-13 03:17:00.000000 UTC,Hebei
6969,10034,Eileen West Women's Charm Pajama,Shipped,2024-01-10 03:17:00.000000 UTC,Hebei
2218,3134,2B Paradise Breeze Staci Maxi,Complete,2023-09-01 09:30:00.000000 UTC,Iowa
6096,8751,Jessica Simpson Women's Down Puffer Jacket,Complete,2023-09-07 11:51:00.000000 UTC,Texas
6096,8751,Jessica Simpson Women's Down Puffer Jacket,Complete,2023-09-18 11:51:00.000000 UTC,Texas
12168,17473,Burnside Men's Chipper Solids Knit Hood Shirt,Complete,2023-12-08 07:53:00.000000 UTC,Minas Gerais
12168,17473,Burnside Men's Chipper Solids Knit Hood Shirt,Complete,2024-01-18 07:53:00.000000 UTC,Minas Gerais
12168,17473,Burnside Men's Chipper Solids Knit Hood Shirt,Complete,2023-10-31 07:53:00.000000 UTC,Minas Gerais
12168,17473,Burnside Men's Chipper Solids Knit Hood Shirt,Processing,2023-12-19 07:53:00.000000 UTC,Minas Gerais
120,163,Patty Women Sexy Keyhole Long Sleeve Blouse Top,Returned,2022-09-25 08:19:00.000000 UTC,Tianjin
10785,15513,Levi's Women's 512 Plus-Size Skinny Jean,Complete,2023-08-22 11:31:00.000000 UTC,Tianjin
10785,15513,Levi's Women's 512 Plus-Size Skinny Jean,Complete,2023-11-08 11:31:00.000000 UTC,Tianjin
10785,15513,Levi's Women's 512 Plus-Size Skinny Jean,Returned,2023-10-20 11:31:00.000000 UTC,Tianjin
10785,15513,Levi's Women's 512 Plus-Size Skinny Jean,Shipped,2023-12-30 11:31:00.000000 UTC,Tianjin
12149,17448,Fast Lane Pullover Hoodie in Black Lava Wash by Affliction,Cancelled,2023-10-26 18:28:00.000000 UTC,California
12149,17448,Fast Lane Pullover Hoodie in Black Lava Wash by Affliction,Returned,2023-01-21 18:28:00.000000 UTC,California
5670,8128,Le Suit Majestic Courtyard Pant Suit,Shipped,2021-04-18 16:03:00.000000 UTC,Nouvelle-Aquitaine
6594,9486,LOCOMO Women Faux Leather Ankle Length Footless Pantyhose Legging Tregging Tight Skinny Slim FFT009 One Size Black,Complete,2022-01-23 14:12:00.000000 UTC,Santa Catarina
6594,9486,LOCOMO Women Faux Leather Ankle Length Footless Pantyhose Legging Tregging Tight Skinny Slim FFT009 One Size Black,Returned,2022-03-04 14:12:00.000000 UTC,Santa Catarina
6594,9486,LOCOMO Women Faux Leather Ankle Length Footless Pantyhose Legging Tregging Tight Skinny Slim FFT009 One Size Black,Shipped,2023-12-18 14:12:00.000000 UTC,Santa Catarina
6594,9486,LOCOMO Women Faux Leather Ankle Length Footless Pantyhose Legging Tregging Tight Skinny Slim FFT009 One Size Black,Shipped,2020-05-24 14:12:00.000000 UTC,Santa Catarina
10463,15055,Aubrey Dress - nursing/maternity -S-XL,Cancelled,2024-01-06 00:14:00.000000 UTC,Hyogo
10463,15055,Aubrey Dress - nursing/maternity -S-XL,Complete,2023-04-12 00:14:00.000000 UTC,Hyogo
10463,15055,Aubrey Dress - nursing/maternity -S-XL,Shipped,2024-02-26 00:14:00.000000 UTC,Hyogo
10463,15055,Aubrey Dress - nursing/maternity -S-XL,Shipped,2023-07-01 00:14:00.000000 UTC,Hyogo
8133,11675,ADVADRI Crop Top Camisole,Cancelled,2023-03-03 17:28:00.000000 UTC,Rio Grande do Sul
11535,16603,Harriton Men's Short Sleeve Barbados Textured Button Down Camp Shirt M560,Returned,2021-12-09 11:24:00.000000 UTC,Minas Gerais
11309,16282,Southpole Men's Basic Long Sleeve Thermal T-Shirt With Hexagon Chest Detail,Cancelled,2023-07-14 00:34:00.000000 UTC,Jiangsu
4748,6784,See Thru Soul Juniors Railroad Roll Short,Complete,2024-02-24 05:15:00.000000 UTC,Hebei
4748,6784,See Thru Soul Juniors Railroad Roll Short,Processing,2024-01-22 05:15:00.000000 UTC,Hebei
10261,14773,Mother TuckerTM Compression Crew Neck Tank - Black- Size Small,Cancelled,2024-04-01 04:41:00.000000 UTC,Rio Grande do Sul
9895,14227,Ray-Ban Aviator 112/17 Aviator SunglassesMatte Gold55 mm,Processing,2024-04-19 03:25:00.000000 UTC,Hessen
9895,14227,Ray-Ban Aviator 112/17 Aviator SunglassesMatte Gold55 mm,Processing,2023-09-14 03:25:00.000000 UTC,Hessen
2034,2882,adidas Women's Marathon 10 Grete Short 2,Shipped,2024-01-09 08:43:00.000000 UTC,Hunan
13648,19637,LRG Core Collection Crew Sweater - Men's,Processing,2023-02-24 06:36:00.000000 UTC,Tokyo
13648,19637,LRG Core Collection Crew Sweater - Men's,Shipped,2022-08-17 06:36:00.000000 UTC,Tokyo
6555,9428,Super Soft Fuzzy Stripe Socks With Animal Design 12 Pair Size 9-11,Complete,2024-02-14 00:38:00.000000 UTC,Principado de Asturias
6555,9428,Super Soft Fuzzy Stripe Socks With Animal Design 12 Pair Size 9-11,Returned,2024-01-21 00:38:00.000000 UTC,Principado de Asturias
14723,21220,Hudson Men's Beau Flap Pocket Microboot Jean,Cancelled,2023-04-26 09:56:00.000000 UTC,England
14723,21220,Hudson Men's Beau Flap Pocket Microboot Jean,Cancelled,2024-02-11 09:56:00.000000 UTC,England
18656,26866,Peace Symbols Colorful Novelty Print Flannel Tie Cord Plants Unisex Sizes,Cancelled,2020-07-08 14:08:00.000000 UTC,England
1354,1916,neff Juniors Perf,Complete,2024-03-22 03:01:00.000000 UTC,Xinjiang Uygur Autonomous Region
5572,7981,Anna-Kaci S/M Fit Pink Boucle Texture Open Front Buttonless Jewel Collar Jacket,Cancelled,2024-02-02 12:57:00.000000 UTC,Comunidad de Madrid
5572,7981,Anna-Kaci S/M Fit Pink Boucle Texture Open Front Buttonless Jewel Collar Jacket,Complete,2024-02-12 12:57:00.000000 UTC,Comunidad de Madrid
5572,7981,Anna-Kaci S/M Fit Pink Boucle Texture Open Front Buttonless Jewel Collar Jacket,Returned,2024-01-18 12:57:00.000000 UTC,Comunidad de Madrid
5572,7981,Anna-Kaci S/M Fit Pink Boucle Texture Open Front Buttonless Jewel Collar Jacket,Returned,2024-01-17 12:57:00.000000 UTC,Comunidad de Madrid
16392,23603,Mens Hurley Shorts Solid Black 36/L,Complete,2022-09-14 14:02:00.000000 UTC,California
8684,12481,Anna-Kaci S/M Fit Black Floral Lace Ruffle Bra Panty Set w Pink Ribbon Detail,Processing,2023-12-29 03:33:00.000000 UTC,Guangdong
8435,12119,Frederick's of Hollywood Sequin Kaitlyn Babydoll Womens,Returned,2022-06-19 08:40:00.000000 UTC,Ulsan Metropolitan City
8435,12119,Frederick's of Hollywood Sequin Kaitlyn Babydoll Womens,Shipped,2022-12-27 08:40:00.000000 UTC,Ulsan Metropolitan City
10462,15049,Motherhood Maternity: Long Sleeve Velour Hooded Maternity Jacket,Returned,2022-07-15 00:02:00.000000 UTC,São Paulo
1365,1931,Hurley Juniors Cancun Fleece Pullover,Cancelled,2022-12-22 17:37:00.000000 UTC,Miyagi
1365,1931,Hurley Juniors Cancun Fleece Pullover,Cancelled,2023-03-27 17:37:00.000000 UTC,Miyagi
1365,1931,Hurley Juniors Cancun Fleece Pullover,Processing,2022-07-15 17:37:00.000000 UTC,Miyagi
1365,1931,Hurley Juniors Cancun Fleece Pullover,Shipped,2020-08-01 17:37:00.000000 UTC,Miyagi
1317,1858,Bench Women's Kava Sweater,Cancelled,2023-01-06 07:56:00.000000 UTC,Texas
1317,1858,Bench Women's Kava Sweater,Processing,2023-01-31 07:56:00.000000 UTC,Texas
1317,1858,Bench Women's Kava Sweater,Returned,2022-11-22 07:56:00.000000 UTC,Texas
6583,9469,Trasparenze Linda 40 Denier Semi-Opaque Velvet Smooth Pantyhose/Tights with Evolution Microfiber - Made in Italy,Cancelled,2023-09-07 03:12:00.000000 UTC,Arizona
6583,9469,Trasparenze Linda 40 Denier Semi-Opaque Velvet Smooth Pantyhose/Tights with Evolution Microfiber - Made in Italy,Cancelled,2023-08-12 03:12:00.000000 UTC,Arizona
19746,28473,Scala Wool Tweed Ivy Scally Cap Chocolate Brown Herringbone Winter Fitted Flat Hat,Cancelled,2022-03-21 16:22:00.000000 UTC,Seoul
19746,28473,Scala Wool Tweed Ivy Scally Cap Chocolate Brown Herringbone Winter Fitted Flat Hat,Shipped,2020-07-24 16:22:00.000000 UTC,Seoul
7679,11042,Wacoal Women's Flirt Alert Bikini,Complete,2022-11-26 14:06:00.000000 UTC,Illinois
939,1340,BCBGMAXAZRIA Women's Love Sweater Top,Complete,2023-04-28 13:34:00.000000 UTC,Shanghai
939,1340,BCBGMAXAZRIA Women's Love Sweater Top,Processing,2023-03-17 13:34:00.000000 UTC,Shanghai
939,1340,BCBGMAXAZRIA Women's Love Sweater Top,Shipped,2023-12-10 13:34:00.000000 UTC,Shanghai
10051,14468,Elomi Beatrice Soft Cup Nursing Bra,Processing,2022-08-25 13:10:00.000000 UTC,California
7070,10170,Stewart Plaid Thermal Top PJs for Women,Cancelled,2022-02-04 00:48:00.000000 UTC,Fujian
7070,10170,Stewart Plaid Thermal Top PJs for Women,Complete,2023-07-26 00:48:00.000000 UTC,Fujian
7070,10170,Stewart Plaid Thermal Top PJs for Women,Returned,2023-09-20 00:48:00.000000 UTC,Fujian
565,802,Anne Klein Women's Stripe Pullover Sweater,Complete,2023-04-22 01:55:00.000000 UTC,Kanagawa
565,802,Anne Klein Women's Stripe Pullover Sweater,Processing,2022-11-27 01:55:00.000000 UTC,Kanagawa
565,802,Anne Klein Women's Stripe Pullover Sweater,Shipped,2023-04-15 01:55:00.000000 UTC,Kanagawa
6653,9570,Vanity Fair Women's Colortura Flutter Sleeve Gown,Shipped,2024-02-06 03:17:00.000000 UTC,Nordrhein-Westfalen
6653,9570,Vanity Fair Women's Colortura Flutter Sleeve Gown,Shipped,2022-10-25 03:17:00.000000 UTC,Nordrhein-Westfalen
10978,15790,Wacoal Women's Embrace Lace Contour Wire Bra,Shipped,2023-07-07 13:03:00.000000 UTC,Arkansas
19456,28031,Oakley Men's Faster Boardshort,Returned,2022-11-11 07:25:00.000000 UTC,California
19456,28031,Oakley Men's Faster Boardshort,Returned,2022-08-04 07:25:00.000000 UTC,California
19456,28031,Oakley Men's Faster Boardshort,Shipped,2023-10-19 07:25:00.000000 UTC,California
11346,16328,Canterbury of New Zealand Men's Brian Long Sleeve Button-Up Shirt,Shipped,2024-01-15 17:22:00.000000 UTC,Victoria
11425,16449,Tommy Hilfiger Mens Ivy Pima Pique Polo Shirt,Complete,2022-08-31 16:55:00.000000 UTC,Gyeonggi-do
11425,16449,Tommy Hilfiger Mens Ivy Pima Pique Polo Shirt,Processing,2019-09-29 16:55:00.000000 UTC,Gyeonggi-do
924,1318,Womens Cashmere & Cotton V Neck Slipover Sleeveless Sweater,Complete,2023-03-29 13:59:00.000000 UTC,Shanghai
924,1318,Womens Cashmere & Cotton V Neck Slipover Sleeveless Sweater,Complete,2023-07-01 13:59:00.000000 UTC,Shanghai
924,1318,Womens Cashmere & Cotton V Neck Slipover Sleeveless Sweater,Shipped,2020-09-14 13:59:00.000000 UTC,Shanghai
19817,28575,District Comfortable Slouch Beanie. DT618,Shipped,2023-03-13 16:21:00.000000 UTC,Minas Gerais
19817,28575,District Comfortable Slouch Beanie. DT618,Shipped,2023-05-18 16:21:00.000000 UTC,Minas Gerais
11897,17095,Lrg Bushman Zip Hoodie,Shipped,2024-03-20 01:52:00.000000 UTC,São Paulo
10579,15224,Motherhood Maternity: Detroit Tigers MLB Maternity T Shirt,Cancelled,2022-11-16 12:00:00.000000 UTC,Washington
10579,15224,Motherhood Maternity: Detroit Tigers MLB Maternity T Shirt,Returned,2024-03-25 12:00:00.000000 UTC,Washington
12181,17492,True Grit Men's Luxe Fleece Crew Sweatshirt,Cancelled,2021-11-13 01:08:00.000000 UTC,Cataluña
12181,17492,True Grit Men's Luxe Fleece Crew Sweatshirt,Processing,2024-01-15 01:08:00.000000 UTC,Cataluña
12181,17492,True Grit Men's Luxe Fleece Crew Sweatshirt,Returned,2024-01-10 01:08:00.000000 UTC,Cataluña
12665,18202,Dockers Men's 3-Pack Sport Crew Socks,Cancelled,2022-12-21 07:32:00.000000 UTC,California
12665,18202,Dockers Men's 3-Pack Sport Crew Socks,Complete,2023-02-21 07:32:00.000000 UTC,California
5807,8329,Phistic Women's Long Hooded Puffer Down Coat with Faux Fox Fur Trim,Cancelled,2024-02-13 13:49:00.000000 UTC,Shanghai
5807,8329,Phistic Women's Long Hooded Puffer Down Coat with Faux Fox Fur Trim,Cancelled,2024-04-01 13:49:00.000000 UTC,Shanghai
19381,27921,O'Neill Men's Santa Cruz Plaid Boardshorts,Complete,2024-04-11 14:26:00.000000 UTC,Cataluña
19381,27921,O'Neill Men's Santa Cruz Plaid Boardshorts,Returned,2024-02-17 14:26:00.000000 UTC,Cataluña
4570,6504,Lilly Pulitzer Women's Callahan Short,Returned,2023-04-07 11:46:00.000000 UTC,São Paulo
5833,8363,Tommy Hilfiger Women's Packable Down Jacket with Hood,Cancelled,2023-09-12 18:53:00.000000 UTC,Henan
5833,8363,Tommy Hilfiger Women's Packable Down Jacket with Hood,Shipped,2023-12-03 18:53:00.000000 UTC,Henan
5833,8363,Tommy Hilfiger Women's Packable Down Jacket with Hood,Shipped,2023-10-06 18:53:00.000000 UTC,Henan
6967,10032,Hospital Patient Gown Designer Gownies,Complete,2021-03-26 00:43:00.000000 UTC,Hebei
6967,10032,Hospital Patient Gown Designer Gownies,Complete,2020-04-01 00:43:00.000000 UTC,Hebei
2224,3140,London Times Women's Printed Matte Jersey Sheath,Returned,2023-12-14 11:18:00.000000 UTC,Iowa
2224,3140,London Times Women's Printed Matte Jersey Sheath,Shipped,2023-10-17 11:18:00.000000 UTC,Iowa
19644,28323,Carhartt Men's Trifold Wallet,Processing,2024-04-23 15:42:12.230603 UTC,Galicia
19644,28323,Carhartt Men's Trifold Wallet,Shipped,2024-04-23 15:42:12.230603 UTC,Galicia
17762,25576,C-IN2 Men's Pop Color Lo No Show Profile Brief,Complete,2023-05-12 01:45:00.000000 UTC,Georgia
17762,25576,C-IN2 Men's Pop Color Lo No Show Profile Brief,Shipped,2022-01-12 01:45:00.000000 UTC,Georgia
12927,18593,2XU Men's Compression Recovery Sock,Shipped,2021-12-03 04:11:00.000000 UTC,Michigan
1855,2615,CW-X Women's Insulator Stabilyx Tights,Processing,2021-08-11 16:43:00.000000 UTC,Bayern
1855,2615,CW-X Women's Insulator Stabilyx Tights,Shipped,2022-04-28 16:43:00.000000 UTC,Bayern
5873,8424,Ramonti Womens Double Breasted Black Wool Pea Coat,Complete,2022-11-02 01:46:00.000000 UTC,Florida
